"last_name,first_name,main-salary,bonus-salary,extra-payments,hours-worked"
"last_name,first_name,main-salary"
"last_name,first_name,main-salary,extra-payments,used-237,used-312,cost_centers,used-235,balance-237,balance-312,certified-235,department_id"
"dynamic_18573,last_name,first_name,cost_centers,hire_date,termination_date,main-salary,bonus-salary,salary:1015,salary:1013,salary:2371,salary:1053,salary:3134,salary:2377,salary:1055,salary:1057,salary:3217,salary:1059,salary:1061,salary:2315,salary:2368,used-5751,used-14810,dynamic_45580"
"last_name,first_name,main-salary,hourly_salary,used-399,hours-worked,position,role_string,balance-399"
"dynamic_123213,office_id,last_name,first_name,cost_centers,dynamic_131946,dynamic_132279,main-salary,bonus-salary,extra-payments,contract_end_date,termination_date,dynamic_2767,used-465,dynamic_2349,department_id,salary:4810,used-464,salary:4813,used-425,used-423,used-483"
"dynamic_2475,last_name,first_name,weekly_working_hours,fte,fix_salary,main-salary,hourly_salary,hours-worked,salary:77,salary:79,salary:1341,salary:6112,salary:6115,salary:6151,salary:10758,salary:6654,salary:10070,salary:10700,salary:10994,hire_date,probation_period_end,contract_end_date,termination_date,dynamic_2471,dynamic_2481,dynamic_2479,dynamic_21655,dynamic_21657,dynamic_21659,dynamic_2477,dynamic_42229,dynamic_21647,dynamic_21649,dynamic_21651,dynamic_21653,job-pause-start,job-pause-end,used-10457,used-10533,office_id,department_id,dynamic_33401"
"last_name,first_name,main-salary,bonus-salary,extra-payments,hours-worked"
"dynamic_3147,last_name,first_name,department_id,main-salary,bonus-salary,extra-payments"
"office_id,dynamic_9065,last_name,first_name,gender,dynamic_9067,dynamic_29377,dynamic_9075,dynamic_9077,dynamic_9079,dynamic_9081,dynamic_9083,dynamic_3221,dynamic_9069,dynamic_9071,cost_centers,hire_date,termination_date,contract_end_date,dynamic_8733,position,dynamic_9091,weekly_working_hours,dynamic_9095,dynamic_9097,dynamic_9099,dynamic_9101,dynamic_9103,dynamic_9105,dynamic_9107,dynamic_9109,dynamic_9111,dynamic_9113,dynamic_9115,dynamic_9117,dynamic_8763,dynamic_8765,dynamic_8767,dynamic_8769,dynamic_9073,dynamic_9119,dynamic_9121,dynamic_9123,dynamic_9125,dynamic_8771,dynamic_9953,dynamic_9955,dynamic_9957,dynamic_19807,dynamic_8737,dynamic_8745,dynamic_8749,dynamic_8739,dynamic_8741,dynamic_8743,dynamic_8747,fix_salary,used-5639,dynamic_25441,dynamic_25443,dynamic_9949,dynamic_42771,dynamic_42773,dynamic_42775,dynamic_42777,dynamic_42779,dynamic_42781,dynamic_42783,dynamic_42785,dynamic_42787,dynamic_42789,dynamic_42791,dynamic_42793,dynamic_42795,termination_at,notice_period,job-pause-start,job-pause-end,job-pause-comment,termination_type,dynamic_159308"
"dynamic_5329,last_name,first_name,dynamic_97042,dynamic_97000,status,hire_date,weekly_working_hours,termination_date,main-salary,salary:2749,salary:89,hourly_salary,salary:117,cost_centers,dynamic_97039"
